"exportedTimestamp","complianceStandard","complianceControl","complianceControlName","controlState","subscriptionId","subscriptionName","resourceGroup","resourceType","resourceName","resourceId","recommendationId","recommendationName","recommendationDisplayName","description","remediationSteps","severity","resourceState","notApplicableReason","azurePortalRecommendationLink"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.2","Use only approved services","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab-attacker","virtualmachines","attack-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab-attacker/providers/microsoft.compute/virtualmachines/attack-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab-attacker/providers/microsoft.compute/virtualmachines/attack-vm/providers/Microsoft.Security/assessments/12018f4f-3d10-999b-e4c4-86ec25be08a1","12018f4f-3d10-999b-e4c4-86ec25be08a1","Virtual machines should be migrated to new Azure Resource Manager resources","Virtual Machines (classic) was deprecated and these VMs should be migrated to Azure Resource Manager.<br>Because Azure Resource Manager now has full IaaS capabilities and other advancements, we deprecated the management of IaaS virtual machines (VMs) through Azure Service Manager (ASM) on February 28, 2020. This functionality will be fully retired on March 1, 2023.<br><br>To view all affected classic VMs make sure to select all your Azure subscriptions under 'directories + subscriptions' tab.<br><br>Available resources and information about this tool & migration:<br><a href='https://docs.microsoft.com/azure/virtual-machines/classic-vm-deprecation?toc=/azure/virtual-machines/windows/toc.json&bc=/azure/virtual-machines/windows/breadcrumb/toc.json'>Overview of Virtual machines (classic) deprecation, step by step process for migration & available Microsoft resources.</a><br><a href='https://docs.microsoft.com/azure/virtual-machines/migration-classic-resource-manager-deep-dive?toc=/azure/virtual-machines/windows/toc.json&bc=/azure/virtual-machines/windows/breadcrumb/toc.json'>Details about Migrate to Azure Resource Manager migration tool.</a><br><a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-ps'>Migrate to Azure Resource Manager migration tool using PowerShell.</a>","To migrate virtual machines to new ARM resources: <br>1. Go to the Virtual machines (classic) Portal Blade.<br>2. Under <b>Subscriptions</b>, select all available subscriptions to get full list of affected classic VMs.<br>3. Click on <b>Migrate to ARM.</b><br>4. Click on <b>Validate</b>. If validate failed, use the suggested methods in the error messages or at <a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-overview#unsupported-features-and-configurations'>Migration Overview document</a> to fix the errors.<br>5. Click on <b>Prepare</b>. If prepare failed, use the suggested methods in the error messages or at <a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-overview#unsupported-features-and-configurations'>Migration Overview document</a> to fix the errors.<br>6. View migrated virtual machines at <b>Virtual Machines</b> Portal Blade and Test their operation.<br>7. (Optional) Click on <b>Abort</b> to rollback migration.<br>8. Click on <b>Commit</b>. Commit finalizes the migration and cannot be rolled back.","High","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/12018f4f-3d10-999b-e4c4-86ec25be08a1/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourcegroups%2frg-cyber-lab-attacker%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fattack-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.2","Use only approved services","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab","virtualmachines","linux-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/linux-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/linux-vm/providers/Microsoft.Security/assessments/12018f4f-3d10-999b-e4c4-86ec25be08a1","12018f4f-3d10-999b-e4c4-86ec25be08a1","Virtual machines should be migrated to new Azure Resource Manager resources","Virtual Machines (classic) was deprecated and these VMs should be migrated to Azure Resource Manager.<br>Because Azure Resource Manager now has full IaaS capabilities and other advancements, we deprecated the management of IaaS virtual machines (VMs) through Azure Service Manager (ASM) on February 28, 2020. This functionality will be fully retired on March 1, 2023.<br><br>To view all affected classic VMs make sure to select all your Azure subscriptions under 'directories + subscriptions' tab.<br><br>Available resources and information about this tool & migration:<br><a href='https://docs.microsoft.com/azure/virtual-machines/classic-vm-deprecation?toc=/azure/virtual-machines/windows/toc.json&bc=/azure/virtual-machines/windows/breadcrumb/toc.json'>Overview of Virtual machines (classic) deprecation, step by step process for migration & available Microsoft resources.</a><br><a href='https://docs.microsoft.com/azure/virtual-machines/migration-classic-resource-manager-deep-dive?toc=/azure/virtual-machines/windows/toc.json&bc=/azure/virtual-machines/windows/breadcrumb/toc.json'>Details about Migrate to Azure Resource Manager migration tool.</a><br><a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-ps'>Migrate to Azure Resource Manager migration tool using PowerShell.</a>","To migrate virtual machines to new ARM resources: <br>1. Go to the Virtual machines (classic) Portal Blade.<br>2. Under <b>Subscriptions</b>, select all available subscriptions to get full list of affected classic VMs.<br>3. Click on <b>Migrate to ARM.</b><br>4. Click on <b>Validate</b>. If validate failed, use the suggested methods in the error messages or at <a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-overview#unsupported-features-and-configurations'>Migration Overview document</a> to fix the errors.<br>5. Click on <b>Prepare</b>. If prepare failed, use the suggested methods in the error messages or at <a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-overview#unsupported-features-and-configurations'>Migration Overview document</a> to fix the errors.<br>6. View migrated virtual machines at <b>Virtual Machines</b> Portal Blade and Test their operation.<br>7. (Optional) Click on <b>Abort</b> to rollback migration.<br>8. Click on <b>Commit</b>. Commit finalizes the migration and cannot be rolled back.","High","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/12018f4f-3d10-999b-e4c4-86ec25be08a1/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourcegroups%2frg-cyber-lab%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2flinux-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.2","Use only approved services","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab","virtualmachines","windows-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/windows-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/windows-vm/providers/Microsoft.Security/assessments/12018f4f-3d10-999b-e4c4-86ec25be08a1","12018f4f-3d10-999b-e4c4-86ec25be08a1","Virtual machines should be migrated to new Azure Resource Manager resources","Virtual Machines (classic) was deprecated and these VMs should be migrated to Azure Resource Manager.<br>Because Azure Resource Manager now has full IaaS capabilities and other advancements, we deprecated the management of IaaS virtual machines (VMs) through Azure Service Manager (ASM) on February 28, 2020. This functionality will be fully retired on March 1, 2023.<br><br>To view all affected classic VMs make sure to select all your Azure subscriptions under 'directories + subscriptions' tab.<br><br>Available resources and information about this tool & migration:<br><a href='https://docs.microsoft.com/azure/virtual-machines/classic-vm-deprecation?toc=/azure/virtual-machines/windows/toc.json&bc=/azure/virtual-machines/windows/breadcrumb/toc.json'>Overview of Virtual machines (classic) deprecation, step by step process for migration & available Microsoft resources.</a><br><a href='https://docs.microsoft.com/azure/virtual-machines/migration-classic-resource-manager-deep-dive?toc=/azure/virtual-machines/windows/toc.json&bc=/azure/virtual-machines/windows/breadcrumb/toc.json'>Details about Migrate to Azure Resource Manager migration tool.</a><br><a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-ps'>Migrate to Azure Resource Manager migration tool using PowerShell.</a>","To migrate virtual machines to new ARM resources: <br>1. Go to the Virtual machines (classic) Portal Blade.<br>2. Under <b>Subscriptions</b>, select all available subscriptions to get full list of affected classic VMs.<br>3. Click on <b>Migrate to ARM.</b><br>4. Click on <b>Validate</b>. If validate failed, use the suggested methods in the error messages or at <a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-overview#unsupported-features-and-configurations'>Migration Overview document</a> to fix the errors.<br>5. Click on <b>Prepare</b>. If prepare failed, use the suggested methods in the error messages or at <a href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-overview#unsupported-features-and-configurations'>Migration Overview document</a> to fix the errors.<br>6. View migrated virtual machines at <b>Virtual Machines</b> Portal Blade and Test their operation.<br>7. (Optional) Click on <b>Abort</b> to rollback migration.<br>8. Click on <b>Commit</b>. Commit finalizes the migration and cannot be rolled back.","High","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/12018f4f-3d10-999b-e4c4-86ec25be08a1/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourcegroups%2frg-cyber-lab%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fwindows-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.2","Use only approved services","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab","storageaccounts","sacyberlab05","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.storage/storageaccounts/sacyberlab05","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.storage/storageaccounts/sacyberlab05/providers/Microsoft.Security/assessments/47bb383c-8e25-95f0-c2aa-437add1d87d3","47bb383c-8e25-95f0-c2aa-437add1d87d3","Storage accounts should be migrated to new Azure Resource Manager resources","To benefit from new capabilities in Azure Resource Manager, you can migrate existing deployments from the Classic deployment model. Resource Manager enables security enhancements such as: stronger access control (RBAC), better auditing, ARM-based deployment and governance, access to managed identities, access to key vault for secrets, Azure AD-based authentication and support for tags and resource groups for easier security management. <a target='_blank' href='https://docs.microsoft.com/azure/virtual-machines/windows/migration-classic-resource-manager-overview'>Learn more</a>","To migrate storage accounts to new ARM resources : <br>1. Go to the Storage Account<br>2. Click on <b>Migrate to ARM</b> and follow the instructions.","Low","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/47bb383c-8e25-95f0-c2aa-437add1d87d3/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourcegroups%2frg-cyber-lab%2fproviders%2fmicrosoft.storage%2fstorageaccounts%2fsacyberlab05"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.5","Use only approved applications in virtual machine","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab-attacker","virtualmachines","attack-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab-attacker/providers/microsoft.compute/virtualmachines/attack-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourceGroups/RG-Cyber-Lab-Attacker/providers/Microsoft.Compute/virtualMachines/attack-vm/providers/Microsoft.Security/assessments/1234abcd-1b53-4fd4-9835-2c2fa3935313","1234abcd-1b53-4fd4-9835-2c2fa3935313","Allowlist rules in your adaptive application control policy should be updated","Monitor for changes in behavior on groups of machines configured for auditing by Defender for Cloud's adaptive application controls. Defender for Cloud uses machine learning to analyze the running processes on your machines and suggest a list of known-safe applications. These are presented as recommended apps to allow in adaptive application control policies.","To update your list of known-safe applications:<br>1. From the portal, open Defender for Cloud.<br>2. Select ""Adaptive application controls"" from Defender for Cloud's sidebar.<br>3. To see the groups of machines for which Defender for Cloud recommends updating the policy, select the ""Recommended"" tab and choose the configured group of machines.<br>4. The current policy will be displayed together with the new rules that Defender for Cloud recommends adding.","High","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/1234abcd-1b53-4fd4-9835-2c2fa3935313/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourceGroups%2fRG-Cyber-Lab-Attacker%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fattack-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.5","Use only approved applications in virtual machine","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab-attacker","virtualmachines","attack-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab-attacker/providers/microsoft.compute/virtualmachines/attack-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourceGroups/RG-Cyber-Lab-Attacker/providers/Microsoft.Compute/virtualMachines/attack-vm/providers/Microsoft.Security/assessments/35f45c95-27cf-4e52-891f-8390d1de5828","35f45c95-27cf-4e52-891f-8390d1de5828","Adaptive application controls for defining safe applications should be enabled on your machines","Enable application controls to define the list of known-safe applications running on your machines, and alert you when other applications run. This helps harden your machines against malware. To simplify the process of configuring and maintaining your rules, Defender for Cloud uses machine learning to analyze the applications running on each machine and suggest the list of known-safe applications.","To enable and configure adaptive application controls:<br>1. Open the <b>Workload protections dashboard</b> and from the advanced protection area, select <b>Adaptive application controls</b>.<br>2. To see the groups of machines that Defender for Cloud recommends protecting with adaptive application controls, select the <b>Recommended</b< tab and choose a group of machines to protect.<br>3. Create a new applications control policy according to <a target=""_blank"" href=""https://aka.ms/aac-newpolicy"">the instructions in Defender for Cloud's documentation</a>.","High","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/35f45c95-27cf-4e52-891f-8390d1de5828/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourceGroups%2fRG-Cyber-Lab-Attacker%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fattack-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.5","Use only approved applications in virtual machine","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab","virtualmachines","linux-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/linux-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourceGroups/RG-Cyber-Lab/providers/Microsoft.Compute/virtualMachines/linux-vm/providers/Microsoft.Security/assessments/1234abcd-1b53-4fd4-9835-2c2fa3935313","1234abcd-1b53-4fd4-9835-2c2fa3935313","Allowlist rules in your adaptive application control policy should be updated","Monitor for changes in behavior on groups of machines configured for auditing by Defender for Cloud's adaptive application controls. Defender for Cloud uses machine learning to analyze the running processes on your machines and suggest a list of known-safe applications. These are presented as recommended apps to allow in adaptive application control policies.","To update your list of known-safe applications:<br>1. From the portal, open Defender for Cloud.<br>2. Select ""Adaptive application controls"" from Defender for Cloud's sidebar.<br>3. To see the groups of machines for which Defender for Cloud recommends updating the policy, select the ""Recommended"" tab and choose the configured group of machines.<br>4. The current policy will be displayed together with the new rules that Defender for Cloud recommends adding.","High","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/1234abcd-1b53-4fd4-9835-2c2fa3935313/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourceGroups%2fRG-Cyber-Lab%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2flinux-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.5","Use only approved applications in virtual machine","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab","virtualmachines","linux-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/linux-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourceGroups/RG-Cyber-Lab/providers/Microsoft.Compute/virtualMachines/linux-vm/providers/Microsoft.Security/assessments/35f45c95-27cf-4e52-891f-8390d1de5828","35f45c95-27cf-4e52-891f-8390d1de5828","Adaptive application controls for defining safe applications should be enabled on your machines","Enable application controls to define the list of known-safe applications running on your machines, and alert you when other applications run. This helps harden your machines against malware. To simplify the process of configuring and maintaining your rules, Defender for Cloud uses machine learning to analyze the applications running on each machine and suggest the list of known-safe applications.","To enable and configure adaptive application controls:<br>1. Open the <b>Workload protections dashboard</b> and from the advanced protection area, select <b>Adaptive application controls</b>.<br>2. To see the groups of machines that Defender for Cloud recommends protecting with adaptive application controls, select the <b>Recommended</b< tab and choose a group of machines to protect.<br>3. Create a new applications control policy according to <a target=""_blank"" href=""https://aka.ms/aac-newpolicy"">the instructions in Defender for Cloud's documentation</a>.","High","healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/35f45c95-27cf-4e52-891f-8390d1de5828/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourceGroups%2fRG-Cyber-Lab%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2flinux-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.5","Use only approved applications in virtual machine","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab","virtualmachines","windows-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/windows-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourceGroups/rg-cyber-lab/providers/Microsoft.Compute/virtualMachines/windows-vm/providers/Microsoft.Security/assessments/1234abcd-1b53-4fd4-9835-2c2fa3935313","1234abcd-1b53-4fd4-9835-2c2fa3935313","Allowlist rules in your adaptive application control policy should be updated","Monitor for changes in behavior on groups of machines configured for auditing by Defender for Cloud's adaptive application controls. Defender for Cloud uses machine learning to analyze the running processes on your machines and suggest a list of known-safe applications. These are presented as recommended apps to allow in adaptive application control policies.","To update your list of known-safe applications:<br>1. From the portal, open Defender for Cloud.<br>2. Select ""Adaptive application controls"" from Defender for Cloud's sidebar.<br>3. To see the groups of machines for which Defender for Cloud recommends updating the policy, select the ""Recommended"" tab and choose the configured group of machines.<br>4. The current policy will be displayed together with the new rules that Defender for Cloud recommends adding.","High","notapplicable","MissingDataOrUnsupported","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/1234abcd-1b53-4fd4-9835-2c2fa3935313/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourceGroups%2frg-cyber-lab%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fwindows-vm"
"2023-05-01T21:36:31.310Z","Microsoft cloud security benchmark","AM.5","Use only approved applications in virtual machine","Passed","bd89a4e5-ab1e-415e-b5a8-b20e73a1da66","Azure subscription 1","rg-cyber-lab","virtualmachines","windows-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourcegroups/rg-cyber-lab/providers/microsoft.compute/virtualmachines/windows-vm","/subscriptions/bd89a4e5-ab1e-415e-b5a8-b20e73a1da66/resourceGroups/rg-cyber-lab/providers/Microsoft.Compute/virtualMachines/windows-vm/providers/Microsoft.Security/assessments/35f45c95-27cf-4e52-891f-8390d1de5828","35f45c95-27cf-4e52-891f-8390d1de5828","Adaptive application controls for defining safe applications should be enabled on your machines","Enable application controls to define the list of known-safe applications running on your machines, and alert you when other applications run. This helps harden your machines against malware. To simplify the process of configuring and maintaining your rules, Defender for Cloud uses machine learning to analyze the applications running on each machine and suggest the list of known-safe applications.","To enable and configure adaptive application controls:<br>1. Open the <b>Workload protections dashboard</b> and from the advanced protection area, select <b>Adaptive application controls</b>.<br>2. To see the groups of machines that Defender for Cloud recommends protecting with adaptive application controls, select the <b>Recommended</b< tab and choose a group of machines to protect.<br>3. Create a new applications control policy according to <a target=""_blank"" href=""https://aka.ms/aac-newpolicy"">the instructions in Defender for Cloud's documentation</a>.","High","notapplicable","MissingDataOrUnsupported","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/35f45c95-27cf-4e52-891f-8390d1de5828/resourceId/%2fsubscriptions%2fbd89a4e5-ab1e-415e-b5a8-b20e73a1da66%2fresourceGroups%2frg-cyber-lab%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fwindows-vm"
